,_id,id,author_id,created_at,text,Label
208520,6081b6ad73596eb9ada6697c,1.34E+18,1.02E+18,31/12/2020,mps file questions on vaccine rollout ktph inaccurate tests ,0
171752,607ae2ac0857f5cbcdbf8663,1.33E+18,38412590,24/11/2020,gtbeeps  russia announced the results of the second clinical trial data of sputnikv covid19 vaccine which has shown over 95 efficacythe new clinical trial data has shown that sputnik v was over 95 effective on day 42 no adverse sideeffects have been reported ,0
196029,607aefab0857f5cbcdc12416,1.33E+18,3256625160,10/11/2020, he said wed have a covid19 vaccine by the end of year  phizer says they have a vaccine thats 90 effective today flu vaccine is only around 40 effective,0
416858,6083162173596eb9adb25a80,1.36E+18,1.24E+18,31/01/2021, german lawyer investigations into how the covid vaccine companies have skipped safety trials,0
103985,607730000857f5cbcd3aa8d6,1.33E+18,40302362,27/11/2020,called project moderna this sleek ferrari will be designed and built from scratch by gto engineering  ,0
87866,6076b1e10857f5cbcd391afb,1.33E+18,9.03E+17,29/11/2020,temperature at vaccine fridge bromic returned to normal at 29ccurrent temperature is 29c at vaccine fridge bromic268,0
460001,608316c873596eb9adb4a9af,1.36E+18,1.08E+18,31/01/2021,my 99 year old mother made it to the vaccine centre for her second pfizer jab 21 days they told her it wasnt available i hope that she is not typical of what is going on i have an uneasy feeling that this whole thing is being mismanaged or worse managed  ,0
110277,607730180857f5cbcd3afdaf,1.33E+18,1.02E+18,24/11/2020,  he was saying tonight that there could be a third and fourth wave vaccines to be given to frontline by end december moderna expert said full vaccine roll out could be achieved by fifth wave ,0
352082,6082f9b273596eb9adae9c3e,1.34E+18,1.16E+18,30/12/2020, my experience is that vaccine hesitant underestimate disease risks while overestimating vaccine risk bc availability biasbells palsy became a thing as a pfizer vaccine side effect no mention anywhere that its a symptom of covid191,1
3624,6076b0c30857f5cbcd346ea1,1.33E+18,1506702276,30/11/2020,    my immediate reaction to this kind of statement it has been doing the rounds for a month or so was a ffs then i realised something money people who live in fear craving the vaccine are still not going to attend places with crowds we the enlightened are happy to do so,1
101104,60772ff50857f5cbcd3a8393,1.33E+18,9.17E+17,29/11/2020, adverse effects mrna myopathies pancreatitis  hepatic stéatosis etc82 toxicities of mrna9 other potential safety issues covid19france vaccin pfizer  moderna effetssecondaires,0
221068,6081b6e073596eb9ada719e6,1.34E+18,44451344,31/12/2020, doesnt look like b117 is more likely to cause reinfection which is good news for the vaccine ,3
302343,6081cbf173596eb9adaba337,1.34E+18,8.60E+17,31/12/2020,  this is not true for idaho we dont have the vaccines we were promised we arent sitting on vaccines,0
240370,6081b73773596eb9ada829a7,1.34E+18,8.75E+17,31/12/2020,new dozens of people in west virginia were mistakenly given regenerons covid19 antibody treatment instead of the moderna vaccine the west virginia national guard announced thursday,0
453454,608316ae73596eb9adb45128,1.36E+18,242101437,31/01/2021, good luck with getting your vaccine some time in 2022,3
168884,607ae2880857f5cbcdbf5cb9,1.33E+18,22954137,27/11/2020,listen to rand europes president hans pung discuss the economic cost associated with the unequal distribution of the covid19 vaccine on  podcast last week on earth ,0
474036,6083174b73596eb9adb56831,1.36E+18,277899008,31/01/2021,hcws testing positive immediately after vaccination has got nothing to do with the vaccine its because they are in the window period even later  it can occur if immunity to covid is not built up which is an individual event based on a persons immune response,0
187620,607aeefa0857f5cbcdc0b524,1.33E+18,1.22E+18,14/11/2020,nigerian made covid19 vaccine is also possible,3
390769,6083104f73596eb9adb0e97d,1.34E+18,13463782,28/12/2020,modernas vaccine is a startup triumph too  via ,3
369958,6082f9f773596eb9adaf862d,1.34E+18,3053626872,28/12/2020,pfizer began asking the trump admin in sept to help obtain some supplies needed for production but was disappointed by a lack of response2 m vaccinated to date far below the 20 million trump said  ,0
249714,6081b75e73596eb9ada8aec1,1.34E+18,1.19E+18,31/12/2020,i enjoy that people who will take alex jones brain pills without a second thought are concerned about whats in the coronavirus vaccine vaccination,0
325517,6081cc5e73596eb9adacf6ef,1.34E+18,3228650407,31/12/2020,   ohio has already been given enough vaccines to vaccinate every person in a nursing home in their statewhich makes your point moot,3
140169,607746a70857f5cbcd3cccc1,1.33E+18,1.18E+18,28/11/2020,     again absence if evidence is not evidence of abscensethis is how science worksanyway youve already decided to prefer the risk of the virus than the ones of the vaccine so these points are clueless for you,0
263460,6081b79573596eb9ada96dcb,1.34E+18,9.82E+17,31/12/2020, mums gp rang today cancelling her second dose scheduled for 12121 mum is registered blind and requires support to attend her apt id booked day off work to accompany her shes now worried re efficacy of vaccine and im furious,0
212921,6081b6bf73596eb9ada6a70d,1.34E+18,4615280188,31/12/2020,it is the coivd year and it is still together with us in 2021 i pray for the vaccine to be available and distribute without any discrimination against the unproduced countries      humanityfirsthappynewyear2021,3
113183,607730230857f5cbcd3b253d,1.33E+18,1.25E+18,24/11/2020,  the obvious safety rollout plans lifetime immunity or how much is covid19 expected to mutate also any benefit or harm of getting vaccines from different makers,0
140889,607746ab0857f5cbcd3cd7ea,1.33E+18,2326820828,28/11/2020,hospitals in england have been told to prepare for the rollout of the pfizerbiontech covid19 vaccine in as soon as 10 days,0
181698,607aeeaf0857f5cbcdc06767,1.33E+18,355989081,18/11/2020,the phase 3 study of our covid19 vaccine candidate has met all primary efficacy endpoints the study reached 170 confirmed cases of covid19 with the vaccine candidate bnt162b2 demonstrating 95 efficacy beginning 28 days after the first dose pfizer inc ,0
545538,60831a0573596eb9adb95bc3,1.36E+18,18480497,31/01/2021, get a shave cut your hair and try working on getting the vaccines we need now not in a years time unless you are out to lower the canadian population,0
93747,6076b1f40857f5cbcd396be4,1.33E+18,1.33E+18,29/11/2020,wonder what the other countries around the world are doing in preparation for the covid vaccine and whether anyone cares,0
425963,6083164573596eb9adb2d9b8,1.36E+18,67689829,31/01/2021,fuck all to do with success of vaccine more drivel from the guardian everything thing to do with dinner party luvvies like you clive who shit on corbyn oh yes you did ,0
379038,6082fa1b73596eb9adaffbdf,1.34E+18,728894570,27/12/2020,column vaccine good for the entire community   the arrival of the pfizer vaccine last week at kaiser permanente moanalua medical center was moving to witness  there was such a   ,3
268271,6081b7a873596eb9ada9b11c,1.34E+18,1.30E+18,31/12/2020,a couple of things to unpack in your tweet but that last sentence is what screams people will die without the vaccine thats the point of getting the vaccine time is of the essense ,3
566991,60831a7f73596eb9adba9cc1,1.36E+18,257339683,31/01/2021,        to hear me speak today youd think im an anti vaxxer but its just that im not convinced of data thats been presented and the way both vaccines are being handled in india thats my point,1
200229,6081b68c73596eb9ada5f49a,1.34E+18,2892067265,31/12/2020,whos ready for card and board games again come on vaccine this card game will be first on the list  columbus ohio ,3
393414,608314b373596eb9adb1169d,1.36E+18,14213195,31/01/2021,gujarat sanitation worker dies hours after getting covid vaccine ,1
176061,607aee4a0857f5cbcdc01bd9,1.33E+18,739846356,21/11/2020,  this is nothing but revenge on pfizer for not giving credit to trump for a covid19 vaccine that he had 0 to do withi hope we actually benefit from it but it is just that,0
269728,6081b7ae73596eb9ada9c57b,1.34E+18,1.30E+18,31/12/2020,  new variant need between 70 and 80 coverage to allow all mediation to be removed problem is no vaccine is approved for children yet,0
188069,607aef020857f5cbcdc0bb55,1.33E+18,3316115713,14/11/2020,rather than relying on a covid19 vaccine one better work towards enhancing ones immune system it will take time but will be a long term benefit ,1
128008,6077305a0857f5cbcd3beeb3,1.33E+18,1.20E+18,20/11/2020,pfizer our covid vaccine is 90 effectivemoderna our covid vaccine is 95 effectivepfizer our covid vaccine is also 95 effective,0
77940,6076b1c00857f5cbcd389322,1.33E+18,985979862,29/11/2020,covid has even affected the north pole u cant get near santa and he has a special xl face covering i ask for good health for me my family and friends i secretly asked for a really good vaccine so we can get back to school shhhh ,0
264948,6081b79a73596eb9ada9825e,1.34E+18,103102912,31/12/2020,  neat article but hey when youre done perusing the interwebs do you mind checking in on the vaccine rollout in tx hearing its a clusterfck trumpsbitch,0
219965,6081b6dc73596eb9ada70b2f,1.34E+18,56014645,31/12/2020,this is terrible if you dont believe in vaccine and science maybe you shouldnt work in a hospital covidvaccine vaccination vaccincovid newyearseve ,0
117856,607730350857f5cbcd3b6672,1.33E+18,2215583544,23/11/2020, awwww what a total spoiler i was hanging out for them to say it was 955 effective first we pfizer with 90 then moderna with 945 then pfizer again with 95 surely with the amounts of cash on offer it was worth a higher bid any others any further bids ,3
558034,60831a4f73596eb9adba1761,1.36E+18,171030896,31/01/2021, to ignore trump role in developing vaccines for covid and the harris support for violent protesters indicates a one sided therefore irrelevant role for your publication,0
383089,60830fd073596eb9adb066b6,1.34E+18,9.91E+17,30/12/2020,my mama just got the moderna,3
496416,6083184c73596eb9adb69e0f,1.36E+18,14970812,31/01/2021,watching on the rocks film on appletvonefilmperweek is in january catchup mode since i decided to reboot it with via new streaming films until the cinemas reopen and im vaccinated,3
490001,6083178c73596eb9adb63ebb,1.36E+18,63230421,31/01/2021,somebody explain to me why folks that are against the vaccine blocked  folks that want the vaccine from getting it at dodger stadium and then explain to me why these people werent arrested and taken away by the police dont want the vaccine dont get it,0
302041,6081cbef73596eb9adab9de7,1.34E+18,7.81E+17,31/12/2020,  i can tell you whats in these vaccines how they work the study that proved their efficacy that had to be done before anyone outside of the trial could have it administered can you show me the aborted fetus factory is theyd need a lot of them,2
284834,6081b7eb73596eb9adaa98e3,1.34E+18,805810843,31/12/2020,we are seeing increases in rt of between 0407 which can also be expressed as a multiplicative advantage on r of between 50 and 75 percent this variant will lead to tens of thousands more deaths unless we take drastic measures now and roll out the vaccine quickly 2n,3
202423,6081b69473596eb9ada61212,1.34E+18,2818453213,31/12/2020,on a pandemic note i dont know how these people are concerned about the contents of the vaccine with some of the shit they do smh,3
315238,6081cc3373596eb9adac6896,1.34E+18,1.12E+18,31/12/2020, oh yeah its completely ridiculous and based on nothing just expecting that people cant comprehend a slightly different policy for different vaccines,0
503195,6083186c73596eb9adb702ec,1.36E+18,9.49E+17,31/01/2021,  dollar general is paying employees a few hours pay to have time to get vaccinated i wonder how much itd help move the needle nationally if a number of other companies followed suit,3
417712,6083162573596eb9adb2670b,1.36E+18,26773353,31/01/2021,nice job nolato promote vaccines new orleans dances with its sleeves rolled up ,0
243911,6081b74773596eb9ada85d5d,1.34E+18,1.19E+18,31/12/2020, ye are a joke that snail would move the vaccine quicker than you lot in government ,0
186642,607aeeeb0857f5cbcdc0a846,1.33E+18,1.15E+18,16/11/2020,exclusive pfizerbiontechs covid19 results missing crucial details on vaccines efficacy  covid19 vaccine  has the details  ,0
253867,6081b76e73596eb9ada8e746,1.34E+18,3235063974,31/12/2020, we cannot know if we are effectively giving out the vaccine if we dont know how much of the stock we have,0
57808,6076b17c0857f5cbcd377b3f,1.33E+18,42935811,30/11/2020,gavin fridell amp rylan higgins trudeaus vaccine hypocrisy harmful to poorer countries  the telegram ,0
514019,6083189a73596eb9adb79e98,1.36E+18,3223426134,31/01/2021,the reason for this latter point is that as we discovered with rep lynch dma today the vaccine doesnt keep you from getting infected merely—usually—getting sickin other words you can get vaccinated and still get others sick hence the continuing of all precautions,1
472422,6083174373596eb9adb55049,1.36E+18,490381122,31/01/2021,vaccine nationalism is despicable bbcbh   bbcbroadcastinghouse ,0
11818,6076b0e00857f5cbcd34e75d,1.33E+18,1.27E+18,30/11/2020, does the moderna vaccine prevent transmission thenjust being sure that you are actually giving people the full story before asking them to take an experimental drug,0
434352,6083166473596eb9adb34d46,1.36E+18,7.98E+17,31/01/2021,    fauci with his international connections made sure there was funding for covid 19 in china then i believe worked with the chinese to create a vaccine then release the virus on america so that democrats could change the voting rules i am convinced this is the truth behind fraud,2
153650,607746ea0857f5cbcd3d9a8b,1.33E+18,417032044,24/11/2020,pandemic is over  former pfizer chief science officer says second wave faked on falsepositive covid tests  zero hedge ,2
534509,608318f073596eb9adb8b93b,1.36E+18,1.31E+18,30/01/2021, i agree with you every teacher needs to be vaccinated my daughter is a teacher in north carolina,3
65681,6076b1970857f5cbcd37e643,1.33E+18,13418072,30/11/2020, does that include all the delivery supplies or just the stored vaccine,0
446691,6083169473596eb9adb3f688,1.36E+18,16038198,31/01/2021,   let me take 3 or 4 tweets here to provide a very brief lesson  ill assume youll get the covid vaccine when offered   what establishes efficacy of vaccines is whats known as a randomized control trial  some folks get the vaccine some get a placebo  1n,0
540267,608319ea73596eb9adb90d5a,1.36E+18,132697326,31/01/2021,     a reason the eu contract took longer is that the eu made more effort to apportion liability so that if there was anything wrong or harmful with the vaccines they would be covered trade off safety vs speed uk chose speed eu safety 22,0
260252,6081b78973596eb9ada942dd,1.34E+18,2796381162,31/12/2020,heres why the last mile of vaccine distribution is going so slowly ,0
221511,6081b6e273596eb9ada72061,1.34E+18,47451310,31/12/2020, mostly black folks id wager understandably but worryingly cautious that the vaccine hasnt been tested amp proven to be safe for them,0
244114,6081b74773596eb9ada85ef3,1.34E+18,910312502,31/12/2020,is it safe to say that this person should do community service cleaning the covid wardpolice investigate deliberate spoiling of 500 vaccine doses  via ,0
456183,608316ba73596eb9adb477c2,1.36E+18,1.09E+18,31/01/2021, still hasnt figured out an expedient way to deliver the vaccine to californians were sitting here waiting for the vaccine while bureaucrats let the vials expire,0
141116,607746ad0857f5cbcd3cdc5c,1.33E+18,2579897262,28/11/2020,united airlines flying pfizer covid19 vaccine,0
453662,608316b073596eb9adb455b2,1.36E+18,3087796935,31/01/2021,congressman tests positive for covid after receiving second vaccine dose ,0
403456,608315ee73596eb9adb1a1d1,1.36E+18,1.33E+18,31/01/2021,the government are just ignoring anyone mentioning this they are too ignorant stupid to see what the outcome could be all they are concerned about are the amount of the population that have had the first dose of the vaccine what a shambles ,0
208031,6081b6ab73596eb9ada6629a,1.34E+18,438036394,31/12/2020,ive oscillated between lethargy despair anger and wanting to climb the fucking walls i know that this will probably continue for the next six months until the vaccine is available for me and my partner 2020 can fucking kick rocks but we survived it well move on,3
210,6076b0b80857f5cbcd343c9f,1.33E+18,21138492,30/11/2020,positive news for a covid19 vaccine continued to push gold lower last week learn how the metals performed here silver platinum palladium zinc nickel lead iron copper investing ,0
498824,6083185673596eb9adb6c043,1.36E+18,356467868,31/01/2021,on the last day of jan 2021 once again the amazing covid19vaccination team here in svuh have ensured over 2230 people since last wed have had their 2nd dose amp now fully vaccinated  teamwork thanks  ,0
420119,6083162e73596eb9adb28895,1.36E+18,1.22E+18,31/01/2021, try ig  cutepuppieslove00  at cheaper price all shot and vaccine pay as well ,0
171302,607ae2a80857f5cbcdbf7fed,1.33E+18,1270238612,24/11/2020,  covid19 vaccine may be the global engine to vaccinate the globe ★  promised not to profit in lmics★ affordable pricing at 34 per dose★ good storage life suitable for lmics★ scaledup globally    ,0
57558,6076b17b0857f5cbcd377667,1.33E+18,1.33E+18,30/11/2020, he says there is absolutely no need for vaccines to extinguish pandemicive never heard such nonsense talked about vaccines you do not vaccinate people who arent at risk from a disease you also dont vaccinate millions of healthy people with a vaccine that hasnt been tested,1
332846,6081cc7b73596eb9adad5a3b,1.34E+18,28487350,30/12/2020,your donation will help brain cancer patients have an improved quality of life and increased access to personalized vaccinesplease text ebci to 26989 or follow the link below to make a simple onetime donation of 25 or more  ,0
301775,6081cbed73596eb9adab991b,1.34E+18,2976990429,31/12/2020, why on earth are all tn health departments closed today instead of distributing the much needed vaccines in the top infection stateplease help us protect our state,3
509744,6083188a73596eb9adb764c7,1.36E+18,1.24E+18,31/01/2021, post vaccinated,3
303284,6081cbf573596eb9adabb09f,1.34E+18,8.68E+17,31/12/2020,two great vaccines  one proudly british  and an effective rollout programme means covid will be beaten next year and boris stunning lastminute deal with the eu means weve finally regained our independence and sovereignty 2020 was bad 2021 is going to be much better ,3
96807,60772fbf0857f5cbcd39fb20,1.33E+18,830202864,30/11/2020,moderna ceo said he hopes to be vaccinating americans within 24 hours of an fda green light  via ,0
327819,6081cc6673596eb9adad13fa,1.34E+18,819353994,31/12/2020, scary times my friends who are still bedside nurses are getting their vaccines but there is no coordinated plan across the 50 states to ensure that every person has the opportunity to be vaccinated,0
70782,6076b1a70857f5cbcd382b89,1.33E+18,407779566,30/11/2020, prez  they robbed you and and most of all  the great americans that knew the fix was in  we will never forget trust me the left are going to pay in due time  thank you for getting this vaccine in less than a year  you will always be my potus  and fuck the fake media,0
236604,6081b72773596eb9ada7f45f,1.34E+18,22040152,31/12/2020,seminole county wishes our residents and neighbors a hopeful prosperous and happy new year county offices seminole county library and covid19 vaccine site will be closed on new years day no curbside garbagerecycling collection on 1121 ,0
194633,607aef6f0857f5cbcdc110c4,1.33E+18,27433495,10/11/2020,alsococaine week in and week out but wouldnt dare put a vax in their body cos its poison  covid19 vaccine ,0
436179,6083166a73596eb9adb36415,1.36E+18,134835213,31/01/2021,  so just gonna give half the vaccine  im not in uk but i got my 2nd vaccine last week 21 days after 1st,3
479651,6083176273596eb9adb5b167,1.36E+18,4066063875,31/01/2021,first identified in germany without any travel history or contact now the variant appears in the us worse being that the most widely used vaccine at the moment appeared to be ineffective to the new variant may god come to our rescue in this fight ,0
533600,608318ec73596eb9adb8ac67,1.36E+18,13166642,30/01/2021, vaccinated alone would not be sufficient  i would want to see other measures  everyone wearing n95s  excellent ventilation etc,0
440045,6083167a73596eb9adb3998c,1.36E+18,361283211,31/01/2021,message in punjabi the covid19 vaccine is safe please have it when offered to protect yourself your family and community please watch and share      ,3
88066,6076b1e20857f5cbcd391f70,1.33E+18,283901770,29/11/2020,yall saying plastic hearts is album of the year we need that vaccine ,3
464986,608316dc73596eb9adb4ec62,1.36E+18,8.14E+17,31/01/2021, my dad is 82 and danced outside the vaccine centre that generation has some great tips for getting through awful times and positive reflections on how we will be more resilient when we are liberated,3
198943,6081b68673596eb9ada5e111,1.34E+18,126946608,31/12/2020,hundreds of covid vaccine doses intentionally destroyed at wisconsin hospital  via ,0
93274,6076b1f30857f5cbcd396548,1.33E+18,1.29E+18,29/11/2020, we dont want your vaccine,2
490923,6083179073596eb9adb64ba6,1.36E+18,1.04E+18,31/01/2021,covid vaccines offered to donors who gave over 10000 to washington hospital ,0
148991,607746d10857f5cbcd3d5182,1.33E+18,1.14E+18,25/11/2020,last week  submitted an emergency use authorization request with  se to the  for our covid19 vaccine candidate our angela hwang answers your questions about this latest milestone amp what steps are still to come pfecolleague ,0
94967,6076b1f90857f5cbcd397e46,1.33E+18,3323283061,29/11/2020, being inside a tent is still inside takeout is going to have to be the model until people can get a vaccine,0
312715,6081cc2673596eb9adac43b7,1.34E+18,127100323,31/12/2020,while we spend money on nearly everything but the direct problem at hand millions of doses of vaccines appear to wait in storage the situation is a case of mass insanity at work its hard to make up a story like this people wouldnt find it credible if it was fiction,0
414769,6083161a73596eb9adb23e39,1.36E+18,1376265374,31/01/2021,     use a french vaccine,3
535938,608318f673596eb9adb8cd5e,1.36E+18,74895162,30/01/2021, thats great i used to work in k12 in it so i know a lot of teachers and how hard theyve worked during this pandemic makes me happy to know they are starting to get vaccinated,3
544875,60831a0173596eb9adb9511a,1.36E+18,1.33E+18,31/01/2021,here announces sign up its for 8000 vaccines and the system crashes for hours then all of a sudden none left and thats a trump issue because it happened before he left so never try to say trump left biden with what he needed because he didnt virus out of contact due to trump,0
167078,607ae2730857f5cbcdbf465d,1.33E+18,215689438,28/11/2020,since hes going to be the covid19 vaccine tsar i suggest it would be apt and ohsoseasonal for nadhim zahawi to organise things so that all vaccines are administered in stables,0
438448,6083167473596eb9adb38463,1.36E+18,15851872,31/01/2021, in mayit gave the task to consulting company deloitte a huge federal contractor with a 16 million nobid contract to manage covid19 vaccine distribution and administration trackingin december deloitte snagged another 28 million for the projectagain with no competition,0
30782,6076b1210857f5cbcd35fbc8,1.33E+18,1.19E+18,30/11/2020, his polio and malaria vaccines harmed or killed thousands in third world countries  his polio vaccine is also linked to 75 of the polio outbreaks in these and others countries yeah  count me out on this one too,2
318870,6081cc4373596eb9adac9b8d,1.34E+18,9.68E+17,31/12/2020,  only big dumb fuckin idiots get riled up over people getting vaccines go back to parler nerd,3
54547,6076b1710857f5cbcd374d0e,1.33E+18,2208287096,30/11/2020,moderna stock is selling 140share on premarket  covid19 vaccine    ,0
376395,6082fa1173596eb9adafda19,1.34E+18,69034114,27/12/2020,chinese covid vaccine coronavac inactivated viruspfizer and moderna vaccines mrna vaccine that teaches the body to attack a protein on the surface of the virus,0
368120,6082f9ef73596eb9adaf6d54,1.34E+18,17077313,28/12/2020,the financial times reported that the uk medicines and healthcare products regulatory agency could approve the astrazeneca  vaccine as early as tuesday once approved the vaccine will join the pfizerbiontech vaccine that has been in use in the uk since dec 8 ,0
120120,6077303c0857f5cbcd3b82ee,1.33E+18,2734241886,22/11/2020,a reminder to the mainstream media that miracles happen thanks to president s leadership on operation warp speed  and  are one step closer to a publicly available covid19 vaccine by december — with 95 efficacy ,3
235189,6081b72073596eb9ada7e051,1.34E+18,611773942,31/12/2020,dont let the few ruin the bunch  i know a couple first line responders and theyre all in on the vaccine ,3
543269,608319fa73596eb9adb93923,1.36E+18,19448968,31/01/2021,  imagine 29 countries all vying against each other to get vaccines it would have been a mess,0
566011,60831a7973596eb9adba8cfe,1.36E+18,23296067,31/01/2021,  wp simply reporting that china is helping poor amp developing nations with vaccines wont fit their narrative of a bad bad china especially because western countries are clearly being selfish with vaccines they cant stand those facts so they try and create a sinister motive,0
41095,6076b1430857f5cbcd368daa,1.33E+18,1.22E+18,30/11/2020, historically vaccine companies in the us refused to produce the vaccines if they were responsible for side effects there were too many claims i think its just how it goes now it will be incredibly hard to prove injury i dont imagine the hse are too worried about that,0
488741,6083178673596eb9adb62bf8,1.36E+18,95799833,31/01/2021, i wish your company was in the forefront of vaccine devp money and biz would have driven your tweets rather than modi ranting ,0
258910,6081b78373596eb9ada92f70,1.34E+18,324797565,31/12/2020,good luck if you get injured by covid vaccine  ,1
229393,6081b70473596eb9ada78e9f,1.34E+18,4134588509,31/12/2020, 2020 the panic2021vaccine wars,0
327613,6081cc6673596eb9adad125e,1.34E+18,83469886,31/12/2020,heres how the covid vaccines work,0
468513,6083173573596eb9adb51e4b,1.36E+18,1.11E+18,31/01/2021,   just read a tweet from doc in us who just tested pos for covid 25 weeks after 2nd pfizer vaccine a reminder for us all that none are 100,0
351918,6082f9b173596eb9adae9af6,1.34E+18,55260186,30/12/2020, if they are wasting the pfizer vaccine because they cannot organise enough people to turn up  to be vaccinated it sums up this useless government,0
199683,6081b68a73596eb9ada5ed3b,1.34E+18,208163,31/12/2020,no no store up this chaos energy for late summer 2021 when everybody goes vaccine wild ,3
245283,6081b74b73596eb9ada86e04,1.34E+18,2795828967,31/12/2020, good start but things really need to ramp up once the moderna vaccine is approved,3
492248,6083183773596eb9adb65fa3,1.36E+18,745540429,31/01/2021,   agreed and im sorry thats more complicated but there is a solutionthere should be careful metrics in taking presumptive positives into consideration in your case imo theres enough evidence that you had covid so shouldnt be vaccinated until those who are unexposed,0
384488,60830fdb73596eb9adb08115,1.34E+18,1.03E+18,30/12/2020,     possible drug okayed trip amp they released this info to distract from the disastrous week theyve had with ltcs vaccines testing hilliers wacky moderna comment phillips could have been a viable rival to drug just ask patrick brown what these vipers are capable of onpoli,0
376748,6082fa1373596eb9adafdf69,1.34E+18,50300013,27/12/2020,vaccine is medicines biggest win in 100 years   pfizer boss urges public to have faith in science ,3
512118,6083189473596eb9adb786c5,1.36E+18,14882385,31/01/2021,arrest every fascist preventing people from getting vaccinated ,3
183867,607aeec00857f5cbcdc082c0,1.33E+18,76967543,17/11/2020,the fruits of science can help defeat this pandemic only if society is working well enough to distribute them quickly and equitably americans face an uphill battle to receive the covid19 vaccine once its available ,0
310407,6081cc1a73596eb9adac2037,1.34E+18,1.24E+18,31/12/2020,nhs requires recently retired doctors to have diversity training before theyre allowed to administer vaccines ,0
567294,60831a7f73596eb9adba9f5b,1.36E+18,1.00E+18,31/01/2021, 1 im 100 with you on the urgent need to prepare new vaccines for current amp future variants but isnt it possible that reinfections amp postvaccination infections will be so universally mild like colds caused by endemic hcovs that vaccines wont be necessary we dont know,0
587685,60831beb73596eb9adbbd12d,1.36E+18,7.74E+17,30/01/2021,hello hello this is the outer hebrides calling civilisation and spouting shit     come in angus macneil where are you hiding today on pfizer ,0
578893,60831ab673596eb9adbb3ee4,1.36E+18,4583680708,30/01/2021, yes it is fair whats your problem with a fair share there is no reason the eu citizen should die because the uk and the usa dont share their vaccines,0
495246,6083184673596eb9adb68bf0,1.36E+18,1.19E+18,31/01/2021,  only half vaccinated though its so important to remember this we all must insist on two doses  as per the original regime schedule,3
211797,6081b6bb73596eb9ada6983a,1.34E+18,4247818878,31/12/2020,     a vaccine made in 1 year cant be trusted,1
220712,6081b6de73596eb9ada7140b,1.34E+18,353930482,31/12/2020,glory the covid19 vaccine is here in bulk ,3
476150,6083175473596eb9adb583c7,1.36E+18,1.27E+18,31/01/2021,does his mean if we get a 3rd covid19 infectious wave will the alcohol be banned again because chances of a third wave are high esp with the vaccine delay in distribution,0
214958,6081b6c673596eb9ada6c2d9,1.34E+18,205005788,31/12/2020,im the furthest thing from an antivaxer but i am soooo against taking the covid vaccine theres so many horrible side effects so farincluding issues with fertility and im trying to have kids soooo def ganna wait a bit longer if im able to,2
21823,6076b1030857f5cbcd357932,1.33E+18,1043230333,30/11/2020,beware of covid19 scams as vaccine approaches fda approval ,0
21462,6076b1010857f5cbcd357327,1.33E+18,52212886,30/11/2020,top story moderna to apply today for fda authorization for its covid19 vaccine    cnn  see more ,0
569430,60831a8b73596eb9adbabdda,1.36E+18,2439952729,31/01/2021,actual radio news   the eus astrazeneca vaccine dispute and u turn explained  the european union has retreated from a plan to override part of the brexit deal on northern ireland over export controls on coronavirus vaccines  but following widespread conde,0
349599,6082f9a873596eb9adae7bb3,1.34E+18,477087815,30/12/2020,   great news on the vaccine approval but was under the impression your results would be closer to the pfizer one but 80 for 2 doses is lower vs the other vaccines  is this correct,1
179002,607aee700857f5cbcdc04290,1.33E+18,7.18E+17,19/11/2020,we need to convince everyone to get the covid19 vaccine when its availableideas to target different demographicsmillenials airdrop free avocado toast with provaccine pamphletsboomers send chain email with bad jokes about vaccines to whole address book,0
539671,608319e473596eb9adb9033f,1.36E+18,19063329,31/01/2021, test and trace would have been better run by local authorities who proved themselves more effective at it vaccines are a private sector success as well as an nhs one,0
295641,6081cbcf73596eb9adab3d49,1.34E+18,1.27E+18,31/12/2020,    lol you mean from the companies so keen to sell them vaccines,1
64658,6076b1930857f5cbcd37d86c,1.33E+18,1121843323,30/11/2020,foxs most recent tweets slags off nhs vaccine ampencourages people to gather in groups indoors increasing risk theyll contract covid possibly requiring services of nhs to survive for every covid death 20 others need treatment each is an risk to staff ampnon covid patients ,0
211603,6081b6b973596eb9ada693b0,1.34E+18,23871382,31/12/2020,  the who survey is a survey of countries across the globe primarily developing countries im not sure what that has anything to do with lockdowns in the us theres not a single indication in the report that lower vaccine rates are bc you cant grab a beer with friends,0
263216,6081b79473596eb9ada96be3,1.34E+18,1167274351,31/12/2020,   if the 65 have the vaccine then they wouldnt need to go to the front line worker in the first place,0
460053,608316ca73596eb9adb4acde,1.36E+18,316824802,31/01/2021,protecting canadas covid vaccine supply ,0
202452,6081b69473596eb9ada6124c,1.34E+18,1.28E+18,31/12/2020,im trying to imagine why a pharmacist would deliberately sabotage the vaccine in these pandemic times but holy shit ,0
153047,607746e70857f5cbcd3d9012,1.33E+18,1.23E+18,24/11/2020,56 vaccines to be granted limited approval in 2020bntx may have been first amp have good partners with pfizer amp fosun but the field has quickly crowded other vaccine stocks mrnaazncvacjnjgamaleya sputnikvsinopharmcansino biolog ,0
228362,6081b6ff73596eb9ada78075,1.34E+18,244173908,31/12/2020,  i mean even if a single dose was 80 effective thatd still be better than the 6070 efficacy of the flu vaccine and nobody complains about that much,3
